datetime,eventid,accountname,clientaddr,servicename,processname,objectname,sharedname,securityid,result,file
7/31/2019 6:35:37 AM,4688,localadmin$,,,	c:\windows\system32\wbem\wmiprvse.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:35:26 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:35:23 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:35:22 AM,4688,user,,,	c:\windows\system32\taskkill.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:34:50 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:34:41 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:34:40 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:34:40 AM,4688,user,,,	c:\windows\system32\ipconfig.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:34:40 AM,4688,user,,,	c:\program files\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:34:21 AM,4688,user,,,	c:\windows\system32\conhost.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:34:11 AM,4688,localadmin$,,,	c:\windows\system32\cmd.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:33:13 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:29:35 AM,4688,localadmin$,,,	c:\windows\system32\svchost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:29:35 AM,4672,system,,,,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:29:35 AM,4624,system,	-,,		c:\windows\system32\services.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:28:07 AM,4688,localadmin$,,,	c:\windows\system32\mmc.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:28:07 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:28:05 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:28:04 AM,4688,localadmin$,,,	c:\windows\system32\consent.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:28:04 AM,4688,user,,,	c:\windows\system32\mmc.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:26:26 AM,4688,localadmin$,,,	c:\windows\syswow64\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:26:24 AM,4688,user,,,	c:\windows\system32\control.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:30 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:30 AM,4688,user,,,	c:\windows\system32\taskkill.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:30 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:29 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:28 AM,4688,user,,,	c:\windows\system32\ipconfig.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:28 AM,4688,user,,,	c:\program files\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:27 AM,4688,user,,,	c:\windows\system32\conhost.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:27 AM,4688,user,,,	c:\windows\system32\cmd.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:21 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:20 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:25:11 AM,4688,user,,,	c:\windows\system32\taskkill.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:24:40 AM,4688,localadmin$,,,	c:\windows\system32\wbem\wmiprvse.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:24:40 AM,4688,user,,,	c:\windows\system32\taskkill.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:21:16 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:21:14 AM,4688,user,,,	c:\program files\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:20:57 AM,4688,user,,,	c:\windows\system32\notepad.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:20:24 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:20:23 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:20:23 AM,4688,user,,,	c:\windows\system32\ipconfig.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:20:22 AM,4688,user,,,	c:\windows\system32\conhost.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:20:22 AM,4688,user,,,	c:\windows\system32\cmd.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:20:16 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:19:58 AM,4688,user,,,	c:\windows\system32\notepad.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:19:50 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:19:34 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:19:25 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:18:43 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:18:33 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:47 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:46 AM,4688,user,,,	c:\program files\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:43 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:13 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:09 AM,4688,user,,,	c:\windows\system32\taskhostex.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:06 AM,4688,localadmin$,,,	c:\windows\system32\werfault.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:05 AM,4688,localadmin$,,,	c:\windows\syswow64\werfault.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:05 AM,4688,localadmin$,,,	c:\windows\system32\svchost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:05 AM,4672,system,,,,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:05 AM,4624,system,	-,,		c:\windows\system32\services.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:15:05 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:14:01 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:13:40 AM,4688,user,,,	c:\windows\system32\notepad.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:13:37 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:13:37 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:13:06 AM,4776,guest,	LOCALADMIN,,,,,,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:13:05 AM,5140,user,		fe80,,,,		\\*\users,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:12:03 AM,5140,user,		fe80,,,,		\\*\users,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:11:49 AM,4776,guest,	LOCALADMIN,,,,,,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:11:49 AM,5140,user,		fe80,,,,		\\*\users,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:11:49 AM,5140,user,		fe80,,,,		\\*\ipc$,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:11:31 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:10:35 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:10:24 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:10:24 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:10:10 AM,4688,user,,,	c:\windows\system32\ipconfig.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:09:17 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:09:14 AM,4688,localadmin$,,,	c:\windows\syswow64\werfault.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:09:14 AM,4688,localadmin$,,,	c:\windows\system32\svchost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:09:14 AM,4672,system,,,,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:09:14 AM,4624,system,	-,,		c:\windows\system32\services.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:09:14 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:06:36 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:06:20 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:06:11 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:05:31 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:03:33 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:02:15 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 6:02:05 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:53:29 AM,4688,user,,,	c:\program files\internet explorer\ielowutil.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:53:17 AM,4688,localadmin$,,,	c:\windows\system32\wbem\wmiprvse.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:52:26 AM,4688,localadmin$,,,	c:\windows\system32\msfeedssync.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:48:42 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:48:33 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:31 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:22 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:22 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:14 AM,4688,user,,,	c:\windows\system32\taskhostex.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:10 AM,4688,localadmin$,,,	c:\windows\system32\werfault.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:09 AM,4688,localadmin$,,,	c:\windows\syswow64\werfault.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:09 AM,4688,localadmin$,,,	c:\windows\system32\svchost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:09 AM,4672,system,,,,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:09 AM,4624,system,	-,,		c:\windows\system32\services.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:44:09 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:42:36 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:42:33 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:42:33 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:42:32 AM,4688,user,,,	c:\windows\system32\sc.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:42:32 AM,4688,user,,,	c:\program files\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:42:24 AM,4688,user,,,	c:\program files\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:42:09 AM,4688,user,,,	c:\program files\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:41:08 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:40:57 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:40:46 AM,4688,user,,,	c:\windows\system32\conhost.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:40:46 AM,4688,user,,,	c:\windows\system32\cmd.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:40:38 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:40:35 AM,4688,user,,,	c:\program files\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:36:19 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:34:50 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:34:20 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:34:13 AM,4688,user,,,	c:\windows\system32\taskhostex.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:34:12 AM,4688,localadmin$,,,	c:\windows\system32\werfault.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:34:11 AM,4688,localadmin$,,,	c:\windows\syswow64\werfault.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:34:10 AM,4688,localadmin$,,,	c:\windows\system32\svchost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:34:10 AM,4672,system,,,,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:34:10 AM,4624,system,	-,,		c:\windows\system32\services.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:34:10 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:33:28 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:31:53 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:31:50 AM,4688,user,,,	c:\program files\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:31:00 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:30:49 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:30:31 AM,4688,user,,,	c:\windows\system32\conhost.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:30:31 AM,4688,user,,,	c:\windows\system32\cmd.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:30:16 AM,4688,user,,,	c:\program files (x86)\macrorecorder\macrorecorder.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:30:14 AM,4688,localadmin$,,,	c:\windows\system32\wbem\wmiprvse.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:30:11 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:29:26 AM,4688,localadmin$,,,	c:\windows\system32\msfeedssync.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:26:29 AM,4688,localadmin$,,,	c:\windows\system32\searchfilterhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:26:19 AM,4688,localadmin$,,,	c:\windows\system32\dllhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:26:19 AM,4688,localadmin$,,,	c:\windows\system32\searchprotocolhost.exe,,,system,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:25:57 AM,4688,user,,,	c:\windows\system32\ipconfig.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:25:51 AM,4688,user,,,	c:\windows\system32\conhost.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:25:51 AM,4688,user,,,	c:\windows\system32\cmd.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
7/31/2019 5:23:23 AM,4688,user,,,	c:\program files (x86)\internet explorer\iexplore.exe,,,localadmin\user,normal,/Users/marikof/Documents/tmp/log/win8.1x64-security-20190731.csv
